date,GPP_NT_VUT_REF,n_datapoints,n_measured,SW_IN_F,f_measured
549245502-10-22,27.1037,1,1,198.347,1
549245502-12-31,19.977,1,0,394.787,0
549245503-01-30,20.5028,1,0,358.185,0
549245503-04-10,17.9228,1,0,206.42,0
549245503-05-10,19.4907,1,0,383.867,0
549245503-07-19,33.7679,1,0,603.915,0
549245503-08-18,30.1784,1,0,574.427,0
549245503-10-27,24.581,1,0,549.348,0
549245503-11-26,25.2345,1,0,849.941,0
549245504-02-04,31.9528,1,0,642.76,0
549245504-03-05,29.2372,1,0,685.42,0
549245504-05-14,8.34319,1,1,389.026,1
549245504-06-13,15.4014,1,0,523.121,0
549245504-08-22,13.8257,1,0,341.05,0
549245504-09-21,18.5951,1,0,324.676,0
549245504-11-30,11.0354,1,0,248.951,0
549245504-12-30,9.37711,1,0,151.181,0
549245505-03-10,3.21845,1,0,59.795,0
549245505-04-09,2.39227,1,0,31.031,0
549245505-06-18,0.691272,1,0,3.844,0
549245505-07-18,0.404422,1,0,0,0
549245505-09-26,0.264496,1,0,0,0
549245505-10-26,0.193742,1,0,0,0
549245506-01-04,-0.410346,1,0,0,0
549245506-02-03,-0.575077,1,0,0,0
549245506-04-14,-0.435895,1,0,0,0
549245506-05-14,-0.38862,1,0,0,0
549245527-05-14,-0.263546,1,0,0,0
549245527-06-13,-0.707053,1,0,0,0
549245527-08-22,-0.659523,1,0,0,0
549245527-09-21,-0.709368,1,0,0,0
549245527-11-30,-0.894244,1,0,0,0
549245527-12-30,-1.0793,1,0,0,0
549245528-03-09,-1.8156,1,0,0,0
549245528-04-08,-1.89966,1,0,0,0
549245528-06-17,-2.27073,1,0,0,0
549245528-07-17,-2.65361,1,0,4.114,0
549245528-09-25,1.78558,1,0,21.939,0
549245528-10-25,1.95288,1,0,78.658,0
549245529-01-03,18.6459,1,0,177.951,0
549245529-02-02,-1.38385,1,0,266.343,0
549245529-04-13,20.2857,1,0,371.594,0
549245529-05-13,27.3056,1,0,463.692,0
549245529-07-22,26.7171,1,0,551.571,0
549245529-08-21,26.3924,1,0,578.43,0
549245529-10-30,26.5998,1,0,478.643,0
549245529-11-29,26.3969,1,0,549.456,0
549245530-02-07,21.7352,1,0,756.776,0
549245530-03-09,24.9992,1,0,831.63,0
549245530-05-18,29.7024,1,1,841.809,1
549245530-06-17,27.4701,1,0,709.63,0
549245530-08-26,22.0351,1,0,801.234,0
549245530-09-25,32.2544,1,1,645.784,1
549245530-12-04,25.5191,1,1,852.935,1
549245531-01-03,22.2729,1,1,445.411,1
549245531-03-14,30.4162,1,1,639.608,1
549245531-04-13,28.9097,1,1,694.155,1
549245531-06-22,23.3013,1,1,442.387,1
549245531-07-22,25.1167,1,1,618.945,1
549245531-09-30,17.6964,1,1,593.796,1
549245531-10-30,14.8151,1,1,436.656,1
549245532-01-08,12.3186,1,1,353.431,1
549245532-02-07,14.0719,1,1,194.73,1
549245532-04-17,6.5866,1,1,71.814,1
549245532-05-17,8.16214,1,0,99.974,0
549245532-07-26,2.14127,1,0,50.16,0
549245532-08-25,0.667641,1,0,25.761,0
549245532-11-03,0.336551,1,0,10.681,0
549245532-12-03,0.942786,1,0,0,0
549245533-02-11,0.773257,1,0,0,0
549245533-03-13,0.732313,1,0,0,0
549245533-05-22,0.628285,1,0,0,0
549245533-06-21,0.361257,1,0,0,0
549245533-08-30,0.264394,1,0,0,0
549245533-09-29,0.199572,1,0,0,0
549245554-09-29,0.01185,1,0,0,0
549245554-10-29,-0.145918,1,0,0,0
549245555-01-07,-0.306873,1,0,0,0
549245555-02-06,-0.513474,1,0,0,0
549245555-04-17,-1.21848,1,0,0,0
549245555-05-17,-1.69239,1,0,0,0
549245555-07-26,-2.3014,1,0,0,0
549245555-08-25,-3.13988,1,0,0,0
549245555-11-03,-3.39759,1,0,0,0
549245555-12-03,-3.75083,1,0,3.286,0
549245556-02-11,1.07175,1,0,20.808,0
549245556-03-12,0.563081,1,0,76.181,0
549245556-05-21,13.2678,1,0,185.56,0
549245556-06-20,17.7357,1,0,237.518,0
549245556-08-29,20.8679,1,0,296.651,0
549245556-09-28,16.3648,1,0,286.265,0
549245556-12-07,25.2151,1,0,461.469,0
549245557-01-06,33.5066,1,0,626.781,0
549245557-03-17,25.1089,1,0,707.644,0
549245557-04-16,22.8927,1,0,800.038,0
549245557-06-25,25.3631,1,0,886.731,0
549245557-07-25,29.3808,1,1,894.834,1
549245557-10-03,23.2497,1,0,943.314,0
549245557-11-02,22.1619,1,0,884.093,0
549245558-01-11,26.2343,1,1,690.143,1
549245558-02-10,11.0631,1,1,839.565,1
549245558-04-21,20.8916,1,1,868.519,1
549245558-05-21,19.0487,1,1,905.368,1
549245558-07-30,26.0956,1,1,807.677,1
549245558-08-29,19.7781,1,1,767.142,1
549245558-11-07,15.3515,1,1,704.897,1
549245558-12-07,11.3435,1,1,656.654,1
549245559-02-15,11.243,1,1,586.473,1
549245559-03-17,8.91807,1,0,502.755,0
549245559-05-26,12.4217,1,0,422.219,0
549245559-06-25,11.692,1,0,338.273,0
549245559-09-03,10.5462,1,0,252.598,0
549245559-10-03,11.0849,1,0,171.113,0
549245559-12-12,1.29322,1,0,73.016,0
549245560-01-11,0.241096,1,0,16.228,0
549245560-03-21,0.178916,1,0,3.274,0
549245560-04-20,1.00575,1,0,0,0
549245560-06-29,1.17448,1,0,0,0
549245560-07-29,1.37905,1,0,0,0
549245560-10-07,1.31762,1,0,0,0
549245560-11-06,0.866287,1,0,0,0
549245561-01-15,1.88381,1,1,0,1
549245561-02-14,0.767529,1,0,0,0
549245582-02-14,0.90541,1,0,0,0
549245582-03-16,0.882059,1,0,0,0
549245582-05-25,-0.303813,1,0,0,0
549245582-06-24,-0.250046,1,0,0,0
549245582-09-02,-0.430355,1,0,0,0
549245582-10-02,-0.308937,1,0,0,0
549245582-12-11,-0.311418,1,0,0,0
549245583-01-10,-0.453016,1,0,0,0
549245583-03-21,-0.455487,1,0,0,0
549245583-04-20,-0.402168,1,0,2.78,0
549245583-06-29,-1.0825,1,0,16.35,0
549245583-07-29,-3.76254,1,0,72.672,0
549245583-10-07,13.1809,1,0,184.058,0
549245583-11-06,17.6497,1,0,231.747,0
549245584-01-15,16.7301,1,0,362.325,0
549245584-02-14,27.678,1,0,451.192,0
549245584-04-24,11.4324,1,0,536.966,0
549245584-05-24,33.2844,1,0,624.973,0
549245584-08-02,28.7274,1,0,684.629,0
549245584-09-01,21.5868,1,0,754.533,0
549245584-11-10,9.45041,1,1,812.015,1
549245584-12-10,20.2876,1,1,853.271,1
549245585-02-18,10.1382,1,1,883.49,1
549245585-03-20,8.53341,1,1,876.434,1
549245585-05-29,28.5497,1,1,911.119,1
549245585-06-28,21.8257,1,1,909.696,1
549245585-09-06,17.8152,1,1,879.132,1
549245585-10-06,20.3074,1,1,873.588,1
549245585-12-15,15.6454,1,0,713.612,0
549245586-01-14,17.3872,1,0,796.382,0
549245586-03-25,12.6015,1,1,693.108,1
549245586-04-24,16.0479,1,1,654.747,1
549245586-07-03,3.21404,1,1,567.204,1
549245586-08-02,-0.458576,1,1,456.38,1
549245586-10-11,10.5025,1,1,312.225,1
549245586-11-10,10.6443,1,0,312.472,0
549245587-01-19,10.1646,1,0,233.931,0
549245587-02-18,10.045,1,0,158.049,0
549245587-04-29,4.33098,1,0,94.858,0
549245587-05-29,-3.92056,1,0,32.834,0
549245587-08-07,-2.18614,1,0,7.157,0
549245587-09-06,-0.502274,1,0,0,0
549245587-11-15,0.659839,1,0,0,0
549245587-12-15,0.903745,1,0,0,0
549245588-02-23,1.01922,1,0,0,0
549245588-03-24,1.20562,1,0,0,0
549245588-06-02,1.20006,1,0,0,0
549245588-07-02,2.18429,1,1,0,1
549245609-07-02,0.441019,1,0,0,0
549245609-08-01,0.133277,1,0,0,0
549245609-10-10,0.125387,1,0,0,0
549245609-11-09,0.979045,1,0,0,0
549245610-01-18,-0.364355,1,0,0,0
549245610-02-17,-0.564147,1,0,0,0
549245610-04-28,-0.566804,1,0,0,0
549245610-05-28,0.042796,1,0,0,0
549245610-08-06,-0.095051,1,0,0,0
549245610-09-05,0.264293,1,0,1.323,0
549245610-11-14,6.16071,1,1,15.017,1
549245610-12-14,3.5998,1,0,63.94,0
549245611-02-22,7.05465,1,0,131.675,0
549245611-03-24,7.81281,1,0,246.659,0
549245611-06-02,15.9348,1,0,341.405,0
549245611-07-02,18.0815,1,0,431.577,0
549245611-09-10,14.5129,1,0,518.062,0
549245611-10-10,20.221800000000002,1,0,593.855,0
549245611-12-19,29.1416,1,0,663.195,0
549245612-01-18,22.786,1,0,725.016,0
549245612-03-28,15.1993,1,0,780.383,0
549245612-04-27,19.6972,1,0,819.327,0
549245612-07-06,18.07,1,0,856.266,0
549245612-08-05,19.1543,1,0,898.342,0
549245612-10-14,13.9454,1,0,489.256,0
549245612-11-13,29.666,1,1,434.017,1
549245613-01-22,19.3907,1,0,896.504,0
549245613-02-21,19.6084,1,0,895.447,0
549245613-05-02,16.9198,1,0,727.891,0
549245613-06-01,17.8733,1,0,769,0
549245613-08-10,17.8763,1,0,744.582,0
549245613-09-09,16.1143,1,0,710.569,0
549245613-11-18,12.9474,1,0,618.895,0
549245613-12-18,10.4414,1,0,581.552,0
549245614-02-26,13.312,1,1,450.085,1
549245614-03-28,14.1676,1,1,125.301,1
549245614-06-06,3.06291,1,1,60.355,1
549245614-07-06,-0.377117,1,1,35.037,1
549245614-09-14,1.09794,1,0,26.816,0
549245614-10-14,0.982679,1,0,11.745,0
549245614-12-23,2.51992,1,1,0.446,1
549245615-01-22,2.38379,1,0,0,0
549245615-04-02,1.72154,1,0,0,0
549245615-05-02,0.814047,1,0,0,0
549245615-07-11,0.903118,1,0,0,0
549245615-08-10,0.927364,1,0,0,0
549245615-10-19,0.909213,1,0,0,0
549245615-11-18,0.77309,1,0,0,0
549245636-11-17,0.13261,1,0,0,0
549245636-12-17,0.2077,1,0,0,0
549245637-02-25,0.357985,1,0,0,0
549245637-03-27,-0.186303,1,0,0,0
549245637-06-05,-0.665812,1,0,0,0
549245637-07-05,-0.658778,1,0,0,0
549245637-09-13,-0.564968,1,0,0,0
549245637-10-13,-1.30585,1,0,0,0
549245637-12-22,-3.31635,1,0,0,0
549245638-01-21,-3.35365,1,0,4.11,0
549245638-04-01,1.79561,1,0,24.967,0
549245638-05-01,-0.729382,1,0,64.001,0
549245638-07-10,5.68618,1,0,136.013,0
549245638-08-09,10.7976,1,0,168.208,0
549245638-10-18,17.2277,1,0,241.679,0
549245638-11-17,20.7997,1,0,352.463,0
549245639-01-26,31.0539,1,0,479.829,0
549245639-02-25,12.2146,1,0,553.211,0
549245639-05-06,15.913,1,0,608.579,0
549245639-06-05,23.9734,1,0,658.067,0
549245639-08-14,22.8245,1,0,688.325,0
549245639-09-13,16.1485,1,0,508.753,0
549245639-11-22,10.51,1,1,782.953,1
549245639-12-22,21.7877,1,1,860.455,1
549245640-03-01,18.8113,1,1,890.97,1
549245640-03-31,17.9581,1,0,897.739,0
549245640-06-09,17.4492,1,0,895.002,0
549245640-07-09,14.8165,1,1,886.563,1
549245640-09-17,21.7337,1,1,753.515,1
549245640-10-17,16.4892,1,1,744.236,1
549245640-12-26,19.9022,1,0,754.572,0
549245641-01-25,12.6729,1,0,649.549,0
549245641-04-05,10.2576,1,0,583.746,0
549245641-05-05,11.8648,1,0,471.865,0
549245641-07-14,16.0715,1,0,393.986,0
549245641-08-13,11.2332,1,0,309.062,0
549245641-10-22,10.4464,1,0,179.73,0
549245641-11-21,12.2656,1,0,142.732,0
549245642-01-30,7.53427,1,0,109.589,0
549245642-03-01,2.62749,1,0,37.324,0
549245642-05-10,1.1681,1,0,3.522,0
549245642-06-09,-0.045115,1,0,0,0
549245642-08-18,-0.160415,1,0,0,0
549245642-09-17,-0.768106,1,0,0,0
549245642-11-26,-2.52177,1,0,0,0
549245642-12-26,-1.35226,1,0,0,0
549245643-03-06,-1.59248,1,0,0,0
549245643-04-05,-2.52419,1,0,0,0
549245664-04-04,-1.59374,1,0,0,0
549245664-05-04,-1.18123,1,0,0,0
549245664-07-13,-1.59006,1,0,0,0
549245664-08-12,-2.55397,1,0,0,0
549245664-10-21,-2.57877,1,0,0,0
549245664-11-20,-3.32044,1,0,0,0
549245665-01-29,-3.33029,1,0,0,0
549245665-02-28,-3.86951,1,0,0,0
549245665-05-09,-4.21527,1,0,0,0
549245665-06-08,-3.67577,1,0,2.684,0
549245665-08-17,-3.49664,1,0,19.863,0
549245665-09-16,-4.19429,1,0,65.285,0
549245665-11-25,10.7156,1,0,150.509,0
549245665-12-25,7.92002,1,1,236.659,1
549245666-03-05,23.7769,1,1,328.193,1
549245666-04-04,19.7261,1,1,416.892,1
549245666-06-13,15.5907,1,0,502.132,0
549245666-07-13,15.8408,1,0,583.025,0
549245666-09-21,28.9039,1,0,659.272,0
549245666-10-21,28.98,1,0,689.105,0
549245666-12-30,13.325,1,0,787.607,0
549245667-01-29,14.8081,1,1,825.187,1
549245667-04-09,22.8889,1,1,862.274,1
549245667-05-09,16.8229,1,1,884.834,1
549245667-07-18,18.6668,1,0,893.5,0
549245667-08-17,17.8884,1,0,889.696,0
549245667-10-26,19.3327,1,1,911.544,1
549245667-11-25,12.0883,1,1,514.989,1
549245668-02-03,10.6527,1,0,181.35,0
549245668-03-04,11.1727,1,0,227.923,0
549245668-05-13,11.1075,1,0,217.804,0
549245668-06-12,10.602,1,1,206.401,1
549245668-08-21,10.9871,1,1,187.408,1
549245668-09-20,11.7587,1,0,178.692,0
549245668-11-29,12.9259,1,0,151.3,0
549245668-12-29,9.71333,1,0,122.139,0
549245669-03-09,10.2225,1,0,117.129,0
549245669-04-08,7.89457,1,0,99.895,0
549245669-06-17,3.09598,1,0,66.977,0
549245669-07-17,2.96269,1,0,27.351,0
549245669-09-25,1.25811,1,0,5.155,0
549245669-10-25,1.14299,1,0,0,0
549245670-01-03,1.06911,1,0,0,0
549245670-02-02,0.477906,1,0,0,0
549245670-04-13,1.26253,1,1,0,1
549245670-05-13,0.597238,1,1,0,1
549245670-07-22,-2.06992,1,1,0,1
549245670-08-21,-0.351413,1,1,0,1
549245691-08-21,0.126632,1,1,0,1
549245691-09-20,0.198308,1,1,0,1
549245691-11-29,-0.635736,1,1,0,1
549245691-12-29,0.085047,1,1,0,1
549245692-03-08,-4.85433,1,0,0,0
549245692-04-07,-4.67882,1,0,0,0
549245692-06-16,-4.60203,1,0,0,0
549245692-07-16,-4.68599,1,0,0,0
549245692-09-24,-4.68755,1,0,0.583,0
549245692-10-24,-5.04279,1,0,2.738,0
549245693-01-02,4.02404,1,1,13.64,1
549245693-02-01,5.03893,1,1,34.072,1
549245693-04-12,-0.681581,1,0,67.801,0
549245693-05-12,6.00182,1,0,122.238,0
549245693-07-21,11.3234,1,0,152.772,0
549245693-08-20,5.96141,1,0,289.576,0
549245693-10-29,13.915,1,0,395.014,0
549245693-11-28,17.5911,1,0,419.382,0
549245694-02-06,23.5408,1,0,503.555,0
549245694-03-08,25.2703,1,0,637.404,0
549245694-05-17,23.6659,1,0,781.006,0
549245694-06-16,34.8111,1,1,846.522,1
549245694-08-25,27.269,1,1,862.61,1
549245694-09-24,31.5897,1,1,900.407,1
549245694-12-03,22.0721,1,1,901.198,1
549245695-01-02,28.2263,1,1,903.461,1
549245695-03-13,28.2518,1,1,900.2,1
549245695-04-12,27.9263,1,1,872.511,1
549245695-06-21,24.6919,1,1,837.915,1
549245695-07-21,20.5879,1,1,776.806,1
549245695-09-29,14.0425,1,1,738.139,1
549245695-10-29,15.4188,1,1,647.661,1
549245696-01-07,12.6913,1,1,577.461,1
549245696-02-06,17.2124,1,1,494.178,1
549245696-04-16,14.7439,1,1,405.637,1
549245696-05-16,12.6183,1,1,324.883,1
549245696-07-25,10.4074,1,1,239.406,1
549245696-08-24,11.9611,1,0,158.148,0
549245696-11-02,4.02059,1,0,68.32,0
549245696-12-02,1.06413,1,0,17.637,0
549245697-02-10,0.892297,1,0,1.744,0
549245697-03-12,0.229154,1,0,0,0
549245697-05-21,-0.146513,1,0,0,0
549245697-06-20,-1.69763,1,1,0,1
549245697-08-29,1.2727,1,1,0,1
549245697-09-28,3.05396,1,1,0,1
549245697-12-07,1.37861,1,1,0,1
549245698-01-06,-1.5283,1,1,0,1
549245719-01-07,-0.669394,1,1,0,1
549245719-02-06,-4.06801,1,1,0,1
549245719-04-17,-2.6799,1,1,0,1
549245719-05-17,-6.2806,1,1,0,1
549245719-07-26,-4.8339,1,1,0,1
549245719-08-25,-8.10795,1,1,0,1
549245719-11-03,-0.844395,1,1,0,1
549245719-12-03,-9.11801,1,1,0,1
549245720-02-11,-8.02146,1,1,0,1
549245720-03-12,-3.48878,1,1,2.351,1
549245720-05-21,-5.67306,1,1,17.075,1
549245720-06-20,-3.27882,1,1,67.893,1
549245720-08-29,3.75634,1,1,175.975,1
549245720-09-28,2.11947,1,1,265.444,1
549245720-12-07,13.8357,1,1,358.125,1
549245721-01-06,17.5539,1,1,446.439,1
549245721-03-17,24.4563,1,1,530.612,1
549245721-04-16,18.1165,1,1,616.544,1
549245721-06-25,27.3952,1,1,694.333,1
549245721-07-25,16.9599,1,1,752.616,1
549245721-10-03,28.6944,1,1,812.074,1
549245721-11-02,34.6765,1,1,855.248,1
549245722-01-11,19.0463,1,1,884.844,1
549245722-02-10,22.8407,1,1,910.596,1
549245722-04-21,23.0573,1,1,912.582,1
549245722-05-21,18.329,1,1,920.902,1
549245722-07-30,17.2172,1,1,910.2,1
549245722-08-29,18.3923,1,1,883.075,1
549245722-11-07,13.9658,1,1,846.957,1
549245722-12-07,12.68,1,1,799.435,1
549245723-02-15,15.8836,1,1,743.07,1
549245723-03-17,15.1214,1,1,676.15,1
549245723-05-26,17.0161,1,1,598.411,1
549245723-06-25,11.8522,1,1,516.313,1
549245723-09-03,12.7692,1,1,430.727,1
549245723-10-03,14.2853,1,1,341.247,1
549245723-12-12,12.4436,1,1,253.863,1
549245724-01-11,8.74145,1,1,169.927,1
549245724-03-21,4.81177,1,0,68.886,0
549245724-04-20,1.55192,1,0,12.099,0
549245724-06-29,1.31188,1,0,0.417,0
549245724-07-29,1.01546,1,0,0,0
549245724-10-07,3.16368,1,1,0,1
549245724-11-06,0.619686,1,1,0,1
549245725-01-15,3.31469,1,1,0,1
549245725-02-14,3.30459,1,1,0,1
549245725-04-25,-1.66937,1,1,0,1
549245725-05-25,0.536654,1,1,0,1
549245746-05-25,-0.886119,1,1,0,1
549245746-06-24,-2.54419,1,1,0,1
549245746-09-02,-4.13019,1,1,0,1
549245746-10-02,-6.11562,1,1,0,1
549245746-12-11,-12.0699,1,1,0,1
549245747-01-10,-6.92696,1,1,0,1
549245747-03-21,-4.90788,1,1,0,1
549245747-04-20,-6.7781,1,1,0,1
549245747-06-29,-4.54718,1,1,0,1
549245747-07-29,-5.23521,1,1,1.942,1
549245747-10-07,-6.97687,1,1,12.821,1
549245747-11-06,-2.06102,1,1,65.872,1
549245748-01-15,5.17367,1,1,185.698,1
549245748-02-14,11.4153,1,0,276.057,0
549245748-04-24,12.9993,1,0,370.142,0
549245748-05-24,24.069,1,0,464.048,0
549245748-08-02,27.5172,1,0,552.836,0
549245748-09-01,29.3944,1,0,633.679,0
549245748-11-10,19.9432,1,1,707.15,1
549245748-12-10,25.6192,1,1,769.474,1
549245749-02-18,27.7659,1,1,819.407,1
549245749-03-20,22.6862,1,1,861.819,1
549245749-05-29,26.9578,1,1,891.287,1
549245749-06-28,11.0591,1,1,911.485,1
549245749-09-06,20.6317,1,0,920.023,0
549245749-10-06,19.9414,1,0,919.015,0
549245749-12-15,24.9112,1,1,902.413,1
549245750-01-14,18.3286,1,1,875.357,1
549245750-03-25,14.4451,1,1,839.368,1
549245750-04-24,17.4821,1,1,792.261,1
549245750-07-03,19.5556,1,1,734.216,1
549245750-08-02,13.9948,1,1,670.073,1
549245750-10-11,13.5033,1,1,594.458,1
549245750-11-10,12.6747,1,1,513.328,1
549245751-01-19,12.6877,1,1,428.543,1
549245751-02-18,12.8149,1,1,340.269,1
549245751-04-29,16.4942,1,0,254.722,0
549245751-05-29,10.0115,1,0,171.202,0
549245751-08-07,1.89308,1,0,68.421,0
549245751-09-06,2.18156,1,0,12.098,0
549245751-11-15,6.03678,1,1,6.047,1
549245751-12-15,3.62721,1,1,0,1
549245752-02-23,4.23712,1,1,0,1
549245752-03-24,2.88491,1,1,0,1
549245752-06-02,2.97031,1,1,0,1
549245752-07-02,-0.344934,1,1,0,1
549245752-09-10,1.5129,1,1,0,1
549245752-10-10,-0.627012,1,1,0,1
549245773-10-10,-3.81051,1,1,0,1
549245773-11-09,-2.35069,1,1,0,1
549245774-01-18,-2.57859,1,1,0,1
549245774-02-17,0.279883,1,1,0,1
549245774-04-28,4.66288,1,1,0,1
549245774-05-28,-1.33624,1,0,0,0
549245774-08-06,-0.74392,1,0,0,0
549245774-09-05,-1.79498,1,0,0,0
549245774-11-14,-2.44308,1,0,0,0
549245774-12-14,-2.74695,1,0,3.927,0
549245775-02-22,-11.5098,1,1,12.19,1
549245775-03-24,-2.94268,1,0,64.014,0
549245775-06-02,9.12645,1,0,178.485,0
549245775-07-02,11.712,1,0,265.573,0
549245775-09-10,11.754,1,1,359.094,1
549245775-10-10,19.9276,1,0,451.044,0
549245775-12-19,24.0666,1,0,536.709,0
549245776-01-18,29.387,1,0,613.53,0
549245776-03-28,24.2794,1,0,685.449,0
549245776-04-27,23.6801,1,0,750.788,0
549245776-07-06,26.0421,1,0,809.465,0
549245776-08-05,24.1474,1,0,852.975,0
549245776-10-14,21.0959,1,0,884.359,0
549245776-11-13,20.5885,1,0,903.985,0
549245777-01-22,18.7695,1,0,912.315,0
549245777-02-21,14.3398,1,1,907.483,1
549245777-05-02,22.2085,1,1,893.401,1
549245777-06-01,14.0284,1,1,863.301,1
549245777-08-10,13.2217,1,1,825.484,1
549245777-09-09,12.3134,1,1,782.656,1
549245777-11-18,23.2149,1,1,721.043,1
549245777-12-18,12.6716,1,1,653.294,1
549245778-02-26,13.8941,1,1,584.003,1
549245778-03-28,11.2559,1,1,510.285,1
549245778-06-06,14.2314,1,1,430.796,1
549245778-07-06,18.1316,1,0,315.535,0
549245778-09-14,11.596,1,0,239.159,0
549245778-10-14,10.9569,1,0,154.709,0
549245778-12-23,1.24064,1,0,62.079,0
549245779-01-22,3.52147,1,0,11.536,0
549245779-04-02,3.49351,1,0,5.396,0
549245779-05-02,5.74289,1,1,0,1
549245779-07-11,5.33637,1,1,0,1
549245779-08-10,4.31352,1,1,0,1
549245779-10-19,0.948031,1,1,0,1
549245779-11-18,2.89278,1,1,0,1
549245780-01-27,2.14498,1,1,0,1
549245780-02-26,1.49917,1,1,0,1
549245801-02-26,-2.31792,1,1,0,1
549245801-03-28,-2.00987,1,1,0,1
549245801-06-06,0.690763,1,0,0,0
549245801-07-06,0.608446,1,0,0,0
549245801-09-14,0.491997,1,0,0,0
549245801-10-14,0.327183,1,0,0,0
549245801-12-23,0.044061,1,0,0,0
549245802-01-22,1.1607,1,0,0,0
549245802-04-02,1.17117,1,0,0,0
549245802-05-02,1.15044,1,0,0.127,0
549245802-07-11,1.15724,1,0,12.847,0
549245802-08-10,3.02922,1,0,60.022,0
549245802-10-19,12.326,1,0,168.03,0
549245802-11-18,11.83,1,0,254.327,0
549245803-01-27,17.4852,1,0,344.38,0
549245803-02-26,20.0095,1,0,436.646,0
549245803-05-07,17.8584,1,0,523.477,0
549245803-06-06,23.288,1,0,603.371,0
549245803-08-15,17.3943,1,0,675.587,0
549245803-09-14,19.8607,1,0,739.216,0
549245803-11-23,10.7069,1,1,792.242,1
549245803-12-23,17.9294,1,0,837.362,0
549245804-03-02,17.4776,1,0,868.647,0
549245804-04-01,17.182,1,0,892.66,0
549245804-06-10,32.315,1,1,895.536,1
549245804-07-10,16.74,1,0,890.397,0
549245804-09-18,16.4924,1,0,883.935,0
549245804-10-18,10.4293,1,1,856.414,1
549245804-12-27,13.7149,1,1,822.509,1
549245805-01-26,10.8263,1,1,773.278,1
549245805-04-06,1.82359,1,1,717.357,1
549245805-05-06,10.8954,1,1,647.493,1
549245805-07-15,8.6793,1,1,574.418,1
549245805-08-14,7.28937,1,1,494.346,1
549245805-10-23,14.4887,1,0,403.196,0
549245805-11-22,19.1614,1,0,318.322,0
549245806-01-31,11.4902,1,0,232.597,0
549245806-03-02,10.498,1,0,147.703,0
549245806-05-11,0.550156,1,0,39.361,0
549245806-06-10,0.932474,1,0,10.513,0
549245806-08-19,5.74794,1,0,3.764,0
549245806-09-18,0.813158,1,0,0,0
549245806-11-27,5.7054,1,0,0,0
549245806-12-27,0.810984,1,0,0,0
549245807-03-07,0.829173,1,0,0,0
549245807-04-06,5.70216,1,0,0,0
549245807-06-15,5.65723,1,0,0,0
549245807-07-15,4.1433,1,0,0,0
549245828-07-14,2.57618,1,0,0,0
549245828-08-13,2.5865,1,0,0,0
549245828-10-22,2.63889,1,0,0,0
549245828-11-21,0.299362,1,0,0,0
549245829-01-30,0.548967,1,0,0,0
549245829-03-01,0.076035,1,0,0,0
549245829-05-10,0.392943,1,0,0,0
549245829-06-09,0.859284,1,0,0,0
549245829-08-18,0.772045,1,0,0,0
549245829-09-17,1.04804,1,0,0.279,0
549245829-11-26,1.02563,1,0,15.565,0
549245829-12-26,4.09651,1,0,54.81,0
549245830-03-06,7.79016,1,0,135.934,0
549245830-04-05,12.3545,1,0,225.65,0
549245830-06-14,22.6919,1,0,314.873,0
549245830-07-14,18.538,1,0,406.18,0
549245830-09-22,13.327,1,1,498.199,1
549245830-10-22,15.688,1,0,582.125,0
549245830-12-31,17.5189,1,0,648.304,0
549245831-01-30,18.7013,1,0,707.812,0
549245831-04-10,18.952,1,0,751.529,0
549245831-05-10,26.0612,1,1,794.84,1
549245831-07-19,19.785,1,1,844.734,1
549245831-08-18,11.0888,1,1,865.268,1
549245831-10-27,23.261,1,1,880.733,1
549245831-11-26,8.69176,1,1,876.889,1
549245832-02-04,19.5211,1,1,848.123,1
549245832-03-05,20.0411,1,1,858.943,1
549245832-05-14,17.928,1,1,747.695,1
549245832-06-13,15.0895,1,1,745.837,1
549245832-08-22,12.7047,1,1,569.506,1
549245832-09-21,12.9622,1,1,633.995,1
549245832-11-30,11.9294,1,1,456.528,1
549245832-12-30,1.92193,1,1,439.018,1
549245833-03-10,6.26615,1,1,388.591,1
549245833-04-09,17.5732,1,0,336.702,0
549245833-06-18,13.0109,1,0,252.608,0
549245833-07-18,10.5179,1,0,123.996,0
549245833-09-26,3.76507,1,0,77.506,0
549245833-10-26,-0.161069,1,0,33.783,0
549245834-01-04,2.65471,1,0,3.159,0
549245834-02-03,1.78032,1,0,0,0
549245834-04-14,0.928586,1,0,0,0
549245834-05-14,0.258392,1,0,0,0
549245834-07-23,0.373339,1,0,0,0
549245834-08-22,0.387293,1,0,0,0
549245834-10-31,0.377669,1,0,0,0
549245834-11-30,0.442928,1,0,0,0
549245855-11-30,0.428046,1,0,0,0
549245855-12-30,0.622928,1,0,0,0
549245856-03-09,0.752657,1,0,0,0
549245856-04-08,0.247521,1,0,0,0
549245856-06-17,0.084691,1,0,0,0
549245856-07-17,0.092729,1,0,0,0
549245856-09-25,-0.080469,1,0,0,0
549245856-10-25,0.161897,1,0,0,0
549245857-01-03,0.53496,1,0,0,0
549245857-02-02,0.495941,1,0,0.115,0
549245857-04-13,0.514201,1,0,15.079,0
549245857-05-13,3.92703,1,0,57.297,0
549245857-07-22,7.61677,1,0,136.319,0
549245857-08-21,12.1844,1,0,206.262,0
549245857-10-30,12.3472,1,0,306.384,0
549245857-11-29,17.4059,1,0,397.633,0
549245858-02-07,22.1565,1,1,485.136,1
549245858-03-09,16.1074,1,0,566.759,0
